"HAUL_ID","OPERATION_ID","CRUISE_ID","CRUISE_LEG_ID","HAUL","STRATUM_ID","STATION_ID","NET_NUMBER","FOOTROPE_NUMBER","PORT_DOOR_NUMBER","STARBOARD_DOOR_NUMBER","SKIPPER_PERSONNEL_ID","AUTOTRAWL_METHOD","HAUL_TYPE","PERFORMANCE","BOTTOM_TYPE","BOTTOM_TYPE_METHOD","STEEPNESS","STEEPNESS_METHOD","START_TIMELOG","END_TIMELOG","DISTANCE_FISHED","DISTANCE_FISHED_METHOD","DOOR_SPREAD","DOOR_SPREAD_METHOD","DOOR_SPREAD_PINGS","DOOR_SPREAD_STANDARD_DEVIATION","NET_SPREAD","NET_SPREAD_METHOD","NET_SPREAD_PINGS","NET_SPREAD_STANDARD_DEVIATION","NET_HEIGHT","NET_HEIGHT_METHOD","NET_HEIGHT_PINGS","NET_HEIGHT_STANDARD_DEVIATION","GEAR_DEPTH","GEAR_DEPTH_METHOD","BOTTOM_DEPTH","BOTTOM_DEPTH_METHOD","WIRE_OUT","WIRE_OUT_METHOD","GEAR","ACCESSORIES","BOTTOM_CONTACT_METHOD","SURFACE_TEMPERATURE","SURFACE_TEMPERATURE_METHOD","GEAR_TEMPERATURE","GEAR_TEMPERATURE_METHOD","WIND_SPEED","WIND_SPEED_METHOD","WIND_DIRECTION","WIND_DIRECTION_METHOD","WAVE_HEIGHT","WAVE_HEIGHT_METHOD","WAVE_DIRECTION","WAVE_DIRECTION_METHOD","SWELL_HEIGHT","SWELL_HEIGHT_METHOD","SWELL_DIRECTION","SWELL_DIRECTION_METHOD","CURRENT_SPEED","CURRENT_SPEED_METHOD","CURRENT_DIRECTION","CURRENT_DIRECTION_METHOD","RECORDER_PERSONNEL_ID","TIME_ZONE","TOTAL_HAUL_WEIGHT","HAUL_CATCH_SAMPLE_METHOD","SPEED_METHOD","STRATUM","STATION","EDIT_DISTANCE_FISHED","EDIT_DISTANCE_FISHED_UNITS","EDIT_DOOR_SPREAD","EDIT_DOOR_SPREAD_UNITS","EDIT_NET_SPREAD","EDIT_NET_SPREAD_UNITS","EDIT_NET_HEIGHT","EDIT_NET_HEIGHT_UNITS","EDIT_GEAR_DEPTH","EDIT_GEAR_DEPTH_UNITS","EDIT_BOTTOM_DEPTH","EDIT_BOTTOM_DEPTH_UNITS","EDIT_WIRE_OUT","EDIT_WIRE_OUT_UNITS","EDIT_SURFACE_TEMPERATURE","EDIT_SURFACE_TEMPERATURE_UNITS","EDIT_GEAR_TEMPERATURE","EDIT_GEAR_TEMPERATURE_UNITS","EDIT_WIND_SPEED","EDIT_WIND_SPEED_UNITS","EDIT_WAVE_HEIGHT","EDIT_WAVE_HEIGHT_UNITS","EDIT_SWELL_HEIGHT","EDIT_SWELL_HEIGHT_UNITS","EDIT_CURRENT_SPEED","EDIT_CURRENT_SPEED_UNITS","EDIT_TOTAL_HAUL_WEIGHT_UNITS","EDIT_TOTAL_HAUL_WEIGHT","DATA_VERSION","CREATE_DATE","CREATED_BY","LOAD_ID","RECORD_SOURCE_ID","DAY_NIGHT_FLAG","TARGET_DEPTH","EDIT_TARGET_DEPTH","EDIT_TARGET_DEPTH_UNITS","DURATION","EDIT_DURATION","EDIT_DURATION_UNITS","ORIGINAL_RECORD_ID","RECORDERS_NAME","ABUNDANCE_HAUL"
19885,,751,519,18,,,20,20,2130,2130,929,,3,-5.41,,,,,3,7,0.445,1,,,,,11.4,6,8,1.15,3.244,6,18,0.81,47,4,50,5,182.88,5,44,15,5,5.52,14,4.14,6,0,4,-2,2,0,2,-2,2,0,2,-3,2,,,,,,-8,,0,11,10,"I-11",0.445,"KM",,"",11.4,"M",3.244,"M",47,"M",50,"M",100,"FM",5.52,"C",4.14,"C",0,"KT",0,"FT",0,"FT",,"","",,2017.1,03-JUN-21,"Britt, Lyle",1439,11,"",,,"",,,"",12370,"Britt, Lyle","N"
20103,,751,520,116,,,16,16,2130,2130,929,,3,-5.4,,,,,3,7,0.673,1,,,,,13.511,6,19,2.64,2.668,6,101,0.6,77,4,80,5,274.32,5,44,15,5,7.35,14,4.97,6,10,4,202,2,1,2,180,2,4,2,180,2,,,,,,-8,,0,11,32,"F-20",0.673,"KM",,"",13.511,"M",2.668,"M",77,"M",80,"M",150,"FM",7.35,"C",4.97,"C",10,"KT",1,"FT",4,"FT",,"","",,2017.1,27-JUN-21,"Haehn, Rebecca",1464,11,"",,,"",,,"",12468,"Haehn, Rebecca","N"
20245,,751,520,141,,,15,15,2130,2130,929,,3,-2.7,,,,,3,7,2.979,1,,,,,15.308,6,12,4.37,2.734,6,454,0.28,76,4,79,5,274.32,5,44,15,5,8.39,14,1.92,6,5,4,90,2,2,2,157,2,3,2,180,2,,,,,,-8,,0,11,43,"PO2524",2.979,"KM",,"",15.308,"M",2.734,"M",76,"M",79,"M",150,"FM",8.39,"C",1.92,"C",5,"KT",2,"FT",3,"FT",,"","",,2017.1,05-JUL-21,"Haehn, Rebecca",1476,11,"",,,"",,,"",12493,"Haehn, Rebecca","N"
20277,,751,521,152,,,21,21,2130,2130,929,,3,-3.13,,,,,3,7,2.794,1,,,,,17.811,6,130,0.94,2.267,6,358,0.17,124,4,126,5,365.76,5,44,15,5,8.63,14,4.15,6,10,4,202,2,1,2,180,2,1,2,202,2,,,,,,-8,,0,11,61,"F-24",2.794,"KM",,"",17.811,"M",2.267,"M",124,"M",126,"M",200,"FM",8.63,"C",4.15,"C",10,"KT",1,"FT",1,"FT",,"","",,2017.1,09-JUL-21,"Haehn, Rebecca",1480,11,"",,,"",,,"",12504,"Haehn, Rebecca","N"
20284,,751,521,159,,,21,21,2130,2130,929,,3,-3.13,,,,,3,7,2.802,1,,,,,17.6,6,200,0.83,2.645,6,328,0.14,106,4,109,5,320.04,5,44,15,5,9.55,14,3.32,6,5,4,247,2,0,2,-2,2,1,2,270,2,,,,,,-8,,0,11,61,"J-25",2.802,"KM",,"",17.6,"M",2.645,"M",106,"M",109,"M",175,"FM",9.55,"C",3.32,"C",5,"KT",0,"FT",1,"FT",,"","",,2017.1,13-JUL-21,"Haehn, Rebecca",1481,11,"",,,"",,,"",12511,"Haehn, Rebecca","N"
20994,,751,527,229,,,14,14,2130,2130,929,,20,0,,,,,3,7,1.511,1,,,,,19.274,7,47,0.8546,2.108,6,133,0.29,132,4,134,5,411.48,5,44,15,5,11.16,14,4.56,6,10,4,270,2,2,2,270,2,4,2,270,2,,,,,,-8,,1,11,50,"C-02",1.511,"KM",,"",19.274,"M",2.108,"M",132,"M",134,"M",225,"FM",11.16,"C",4.56,"C",10,"KT",2,"FT",4,"FT",,"","",,2017.1,20-AUG-21,"Britt, Lyle",1561,11,"",,,"",,,"",12640,"Britt, Lyle","N"
20995,,751,527,230,,,14,14,2130,2130,929,,20,0,,,,,3,7,2.864,1,,,,,18.6762,7,41,0.5099,2.21,6,126,0.66,137,4,139,5,411.48,5,44,15,5,11.4,14,4.35,6,20,4,120,2,3,2,120,2,4,2,120,2,,,,,,-8,,1,11,50,"B-02",2.864,"KM",,"",18.6762,"M",2.21,"M",137,"M",139,"M",225,"FM",11.4,"C",4.35,"C",20,"KT",3,"FT",4,"FT",,"","",,2017.1,20-AUG-21,"Britt, Lyle",1561,11,"",,,"",,,"",12641,"Britt, Lyle","N"
20278,,751,521,153,,,21,21,2130,2130,929,,3,3.13,,,,,3,7,1.617,1,,,,,17.1746,7,133,0.4634,2.343,6,567,0.14,124,4,126,5,365.76,5,44,15,5,8.56,14,4.14,6,10,4,180,2,1,2,180,2,2,2,202,2,,,,,,-8,,1,11,61,"F-24",1.617,"KM",,"",17.1746,"M",2.343,"M",124,"M",126,"M",200,"FM",8.56,"C",4.14,"C",10,"KT",1,"FT",2,"FT",,"","",,2017.1,12-JUL-21,"Haehn, Rebecca",1480,11,"",,,"",,,"",12505,"Haehn, Rebecca","Y"
20279,,751,521,154,,,21,21,2130,2130,929,,3,0,,,,,3,7,2.853,1,,,,,18.0689,7,87,0.6921,2.172,6,665,0.16,134,4,136,5,411.48,5,44,15,5,8.88,14,4.03,6,5,4,225,2,1,2,202,2,1,2,202,2,,,,,,-8,,1,11,61,"F-25",2.853,"KM",,"",18.0689,"M",2.172,"M",134,"M",136,"M",225,"FM",8.88,"C",4.03,"C",5,"KT",1,"FT",1,"FT",,"","",,2017.1,12-JUL-21,"Haehn, Rebecca",1480,11,"",,,"",,,"",12506,"Haehn, Rebecca","Y"
20281,,751,521,156,,,21,21,2130,2130,929,,3,0,,,,,3,7,2.849,1,,,,,17.2644,7,339,0.5605,2.022,6,1050,0.13,115,4,117,5,365.76,5,44,15,5,9.19,14,4.09,6,10,4,180,2,1,2,180,2,2,2,225,2,,,,,,-8,,1,11,61,"G-24",2.849,"KM",,"",17.2644,"M",2.022,"M",115,"M",117,"M",200,"FM",9.19,"C",4.09,"C",10,"KT",1,"FT",2,"FT",,"","",,2017.1,12-JUL-21,"Haehn, Rebecca",1480,11,"",,,"",,,"",12508,"Haehn, Rebecca","Y"
20285,,751,521,160,,,21,21,2130,2130,929,,3,0,,,,,3,7,2.949,1,,,,,17.6567,7,436,0.3749,2.246,6,1124,0.14,106,4,108,5,320.04,5,44,15,5,9.74,14,3.32,6,0,4,-2,2,0,2,-2,2,1,2,270,2,,,,,,-8,1549,2,11,61,"J-25",2.949,"KM",,"",17.6567,"M",2.246,"M",106,"M",108,"M",175,"FM",9.74,"C",3.32,"C",0,"KT",0,"FT",1,"FT",,"","KG",1549,2017.1,13-JUL-21,"Haehn, Rebecca",1481,11,"",,,"",,,"",12512,"Haehn, Rebecca","Y"
20286,,751,521,161,,,21,21,2130,2130,929,,3,0,,,,,3,7,2.932,1,,,,,17.7274,7,494,0.575,2.305,6,201,0.2,106,4,108,5,365.76,5,44,15,5,9.9,14,3.16,6,5,4,270,2,1,2,247,2,2,2,247,2,,,,,,-8,,1,11,61,"K-25",2.932,"KM",,"",17.7274,"M",2.305,"M",106,"M",108,"M",200,"FM",9.9,"C",3.16,"C",5,"KT",1,"FT",2,"FT",,"","",,2017.1,13-JUL-21,"Haehn, Rebecca",1481,11,"",,,"",,,"",12513,"Haehn, Rebecca","Y"
20370,,751,521,163,,,21,21,2130,2130,929,,3,0,,,,,3,7,2.278,1,,,,,16.9193,7,33,0.2736,2.24,6,222,0.23,123,4,125,5,365.76,5,44,15,5,9.47,14,3.51,6,10,4,180,2,1,2,180,2,2,2,202,2,,,,,,-8,,1,11,61,"L-26",2.278,"KM",,"",16.9193,"M",2.24,"M",123,"M",125,"M",200,"FM",9.47,"C",3.51,"C",10,"KT",1,"FT",2,"FT",,"","",,2017.1,14-JUL-21,"Haehn, Rebecca",1483,11,"",,,"",,,"",12515,"Haehn, Rebecca","Y"
20371,,751,521,164,,,21,21,2130,2130,929,,3,0,,,,,3,7,2.87,1,,,,,17.8095,7,319,0.3203,2.166,6,512,0.12,116,4,118,5,365.76,5,44,15,5,9.78,14,3.02,6,5,4,180,2,1,2,180,2,1,2,180,2,,,,,,-8,,1,11,61,"M-26",2.87,"KM",,"",17.8095,"M",2.166,"M",116,"M",118,"M",200,"FM",9.78,"C",3.02,"C",5,"KT",1,"FT",1,"FT",,"","",,2017.1,14-JUL-21,"Haehn, Rebecca",1483,11,"",,,"",,,"",12516,"Haehn, Rebecca","Y"
20372,,751,521,165,,,21,21,2130,2130,929,,3,0,,,,,3,7,2.779,1,,,,,17.8503,7,258,0.3454,2.193,6,1314,0.13,105,4,107,5,320.04,5,44,15,5,9.86,14,2.73,6,10,4,180,2,2,2,180,2,1,2,180,2,,,,,,-8,1820,2,11,61,"M-25",2.779,"KM",,"",17.8503,"M",2.193,"M",105,"M",107,"M",175,"FM",9.86,"C",2.73,"C",10,"KT",2,"FT",1,"FT",,"","KG",1820,2017.1,14-JUL-21,"Haehn, Rebecca",1483,11,"",,,"",,,"",12517,"Haehn, Rebecca","Y"
20373,,751,521,166,,,21,21,2130,2130,929,,3,0,,,,,3,7,2.85,1,,,,,17.8986,7,156,0.4863,2.234,6,58,0.74,98,4,100,5,320.04,5,44,15,5,9.93,14,2.31,6,10,4,180,2,2,2,180,2,1,2,180,2,,,,,,-8,,1,11,43,"N-25",2.85,"KM",,"",17.8986,"M",2.234,"M",98,"M",100,"M",175,"FM",9.93,"C",2.31,"C",10,"KT",2,"FT",1,"FT",,"","",,2017.1,14-JUL-21,"Haehn, Rebecca",1483,11,"",,,"",,,"",12518,"Haehn, Rebecca","Y"
20432,,751,521,167,,,21,21,2130,2130,929,,3,0,,,,,3,7,2.859,1,,,,,17.8993,7,40,0.3967,2.08,6,125,0.23,109,4,111,5,365.76,5,44,15,5,9.84,14,2.56,6,15,4,157,2,2,2,180,2,2,2,180,2,,,,,,-8,,1,11,62,"N-26",2.859,"KM",,"",17.8993,"M",2.08,"M",109,"M",111,"M",200,"FM",9.84,"C",2.56,"C",15,"KT",2,"FT",2,"FT",,"","",,2017.1,15-JUL-21,"Haehn, Rebecca",1486,11,"",,,"",,,"",12519,"Haehn, Rebecca","Y"
20433,,751,521,168,,,21,21,2130,2130,929,,3,0,,,,,3,7,2.902,1,,,,,17.8263,7,299,0.409,2.109,6,1316,0.2,118,4,120,5,365.76,5,44,15,5,9.35,14,2.91,6,10,4,180,2,2,2,180,2,2,2,180,2,,,,,,-8,1672,2,11,62,"N-27",2.902,"KM",,"",17.8263,"M",2.109,"M",118,"M",120,"M",200,"FM",9.35,"C",2.91,"C",10,"KT",2,"FT",2,"FT",,"","KG",1672,2017.1,15-JUL-21,"Haehn, Rebecca",1486,11,"",,,"",,,"",12520,"Haehn, Rebecca","Y"
20434,,751,521,169,,,21,21,2130,2130,929,,3,0,,,,,3,7,2.871,1,,,,,18.0319,7,240,0.394,2.031,6,1629,0.12,113,4,115,5,365.76,5,44,15,5,9.59,14,2.48,6,10,4,157,2,2,2,180,2,3,2,157,2,,,,,,-8,,1,11,62,"O-27",2.871,"KM",,"",18.0319,"M",2.031,"M",113,"M",115,"M",200,"FM",9.59,"C",2.48,"C",10,"KT",2,"FT",3,"FT",,"","",,2017.1,15-JUL-21,"Haehn, Rebecca",1486,11,"",,,"",,,"",12521,"Haehn, Rebecca","Y"
20435,,751,521,170,,,21,21,2130,2130,929,,3,0,,,,,3,7,2.805,1,,,,,17.9064,7,415,0.2697,2.016,6,1089,0.12,107,4,109,5,320.04,5,44,15,5,9.55,14,2.07,6,5,4,202,2,2,2,157,2,3,2,180,2,,,,,,-8,,1,11,62,"P-27",2.805,"KM",,"",17.9064,"M",2.016,"M",107,"M",109,"M",175,"FM",9.55,"C",2.07,"C",5,"KT",2,"FT",3,"FT",,"","",,2017.1,15-JUL-21,"Haehn, Rebecca",1486,11,"",,,"",,,"",12522,"Haehn, Rebecca","Y"
20439,,751,521,171,,,19,19,2130,2130,929,,3,0,,,,,3,7,2.851,1,,,,,17.3038,7,303,0.2809,2.134,6,384,0.16,101,4,103,5,320.04,5,44,15,5,9.28,14,1.93,6,15,4,180,2,2,2,225,2,4,2,202,2,,,,,,-8,,1,11,62,"Q-27",2.851,"KM",,"",17.3038,"M",2.134,"M",101,"M",103,"M",175,"FM",9.28,"C",1.93,"C",15,"KT",2,"FT",4,"FT",,"","",,2017.1,15-JUL-21,"Haehn, Rebecca",1487,11,"",,,"",,,"",12523,"Haehn, Rebecca","Y"
20440,,751,521,172,,,19,19,2130,2130,929,,3,0,,,,,3,7,2.843,1,,,,,17.6353,7,112,0.3194,2.083,6,82,0.23,96,4,98,5,320.04,5,44,15,5,9.16,14,1.78,6,10,4,202,2,2,2,180,2,5,2,202,2,,,,,,-8,2146,2,11,41,"R-27",2.843,"KM",,"",17.6353,"M",2.083,"M",96,"M",98,"M",175,"FM",9.16,"C",1.78,"C",10,"KT",2,"FT",5,"FT",,"","KG",2146,2017.1,16-JUL-21,"Haehn, Rebecca",1487,11,"",,,"",,,"",12524,"Haehn, Rebecca","Y"
20441,,751,521,173,,,19,19,2130,2130,929,,3,0,,,,,3,7,2.629,1,,,,,18.044,7,239,0.4873,2.273,6,724,0.17,90,4,92,5,320.04,5,44,15,5,9.12,14,1.72,6,15,4,180,2,3,2,202,2,5,2,180,2,,,,,,-8,,1,11,82,"S-27",2.629,"KM",,"",18.044,"M",2.273,"M",90,"M",92,"M",175,"FM",9.12,"C",1.72,"C",15,"KT",3,"FT",5,"FT",,"","",,2017.1,16-JUL-21,"Haehn, Rebecca",1487,11,"",,,"",,,"",12525,"Haehn, Rebecca","Y"
20442,,751,521,174,,,19,19,2130,2130,929,,3,0,,,,,3,7,2.772,1,,,,,17.737,7,12,0.183,2.184,6,231,0.41,100,4,102,5,320.04,5,44,15,5,9.25,14,1.54,6,20,4,180,2,4,2,180,2,8,2,225,2,,,,,,-8,,1,11,90,"S-28",2.772,"KM",,"",17.737,"M",2.184,"M",100,"M",102,"M",175,"FM",9.25,"C",1.54,"C",20,"KT",4,"FT",8,"FT",,"","",,2017.1,16-JUL-21,"Haehn, Rebecca",1487,11,"",,,"",,,"",12526,"Haehn, Rebecca","Y"
20457,,751,521,176,,,19,19,2130,2130,929,,3,0,,,,,3,7,2.788,1,,,,,17.6346,7,232,0.4374,2.077,6,226,0.19,109,4,111,5,365.76,5,44,15,5,9.26,14,2.03,6,15,4,202,2,2,2,225,2,4,2,225,2,,,,,,-8,1856,2,11,61,"Q-28",2.788,"KM",,"",17.6346,"M",2.077,"M",109,"M",111,"M",200,"FM",9.26,"C",2.03,"C",15,"KT",2,"FT",4,"FT",,"","KG",1856,2017.1,16-JUL-21,"Haehn, Rebecca",1491,11,"",,,"",,,"",12528,"Haehn, Rebecca","Y"
20458,,751,521,177,,,19,19,2130,2130,929,,3,0,,,,,3,7,2.592,1,,,,,18.204,7,126,0.4152,2.234,6,996,0.12,115,4,117,5,365.76,5,44,15,5,9.23,14,2.25,6,20,4,180,2,2,2,180,2,4,2,180,2,,,,,,-8,,1,11,61,"P-28",2.592,"KM",,"",18.204,"M",2.234,"M",115,"M",117,"M",200,"FM",9.23,"C",2.25,"C",20,"KT",2,"FT",4,"FT",,"","",,2017.1,17-JUL-21,"Haehn, Rebecca",1491,11,"",,,"",,,"",12529,"Haehn, Rebecca","Y"
20459,,751,521,178,,,19,19,2130,2130,929,,3,0,,,,,3,7,2.657,1,,,,,18.2286,7,307,0.4202,2.259,6,999,0.14,123,4,125,5,365.76,5,44,15,5,9.21,14,2.76,6,20,4,180,2,3,2,180,2,7,2,202,2,,,,,,-8,,1,11,61,"O-28",2.657,"KM",,"",18.2286,"M",2.259,"M",123,"M",125,"M",200,"FM",9.21,"C",2.76,"C",20,"KT",3,"FT",7,"FT",,"","",,2017.1,17-JUL-21,"Haehn, Rebecca",1491,11,"",,,"",,,"",12530,"Haehn, Rebecca","Y"
20462,,751,521,181,,,19,19,2130,2130,929,,3,0,,,,,3,7,2.839,1,,,,,19.1718,7,106,0.4151,2.186,6,191,0.21,134,4,136,5,411.48,5,44,15,5,9.24,14,1.81,6,10,4,157,2,4,2,157,2,6,2,157,2,,,,,,-8,,1,11,61,"N-29",2.839,"KM",,"",19.1718,"M",2.186,"M",134,"M",136,"M",225,"FM",9.24,"C",1.81,"C",10,"KT",4,"FT",6,"FT",,"","",,2017.1,18-JUL-21,"Yeung, Cynthia",1491,11,"",,,"",,,"",12533,"Yeung, Cynthia","Y"
20463,,751,521,182,,,19,19,2130,2130,929,,3,0,,,,,3,7,2.795,1,,,,,17.9551,7,195,0.2844,1.952,6,446,0.25,135,4,137,5,411.48,5,44,15,5,9.3,14,2.27,6,5,4,180,2,3,2,152,2,4,2,152,2,,,,,,-8,1626,2,11,61,"O-29",2.795,"KM",,"",17.9551,"M",1.952,"M",135,"M",137,"M",225,"FM",9.3,"C",2.27,"C",5,"KT",3,"FT",4,"FT",,"","KG",1626,2017.1,18-JUL-21,"Yeung, Cynthia",1491,11,"",,,"",,,"",12534,"Yeung, Cynthia","Y"
20464,,751,521,183,,,19,19,2130,2130,929,,3,0,,,,,3,7,2.909,1,,,,,18.3457,7,47,0.1964,2.08,6,345,0.14,128,4,130,5,411.48,5,44,15,5,9.32,14,2.5,6,5,4,157,2,4,2,157,2,3,2,157,2,,,,,,-8,,1,11,61,"P-29",2.909,"KM",,"",18.3457,"M",2.08,"M",128,"M",130,"M",225,"FM",9.32,"C",2.5,"C",5,"KT",4,"FT",3,"FT",,"","",,2017.1,18-JUL-21,"Yeung, Cynthia",1491,11,"",,,"",,,"",12535,"Yeung, Cynthia","Y"
20470,,751,521,184,,,19,19,2130,2130,929,,3,0,,,,,3,7,2.786,1,,,,,17.7144,7,255,0.288,2.077,6,636,0.12,119,4,121,5,365.76,5,44,15,5,9.44,14,2.28,6,20,4,157,2,5,2,157,2,6,2,157,2,,,,,,-8,,1,11,61,"Q-29",2.786,"KM",,"",17.7144,"M",2.077,"M",119,"M",121,"M",200,"FM",9.44,"C",2.28,"C",20,"KT",5,"FT",6,"FT",,"","",,2017.1,19-JUL-21,"Yeung, Cynthia",1493,11,"",,,"",,,"",12536,"Yeung, Cynthia","Y"
20473,,751,521,187,,,19,19,2130,2130,929,,3,0,,,,,3,7,2.837,1,,,,,17.6996,7,210,0.2861,2.038,6,303,0.15,117,4,119,5,365.76,5,44,15,5,9.42,14,1.94,6,10,4,150,2,4,2,150,2,4,2,150,2,,,,,,-8,,1,11,61,"R-29",2.837,"KM",,"",17.6996,"M",2.038,"M",117,"M",119,"M",200,"FM",9.42,"C",1.94,"C",10,"KT",4,"FT",4,"FT",,"","",,2017.1,19-JUL-21,"Yeung, Cynthia",1493,11,"",,,"",,,"",12539,"Yeung, Cynthia","Y"
20474,,751,521,188,,,19,19,2130,2130,929,,3,0,,,,,3,7,2.696,1,,,,,17.841,7,192,0.2817,2.052,6,449,0.14,111,4,113,5,365.76,5,44,15,5,9.4,14,1.58,6,5,4,180,2,3,2,202,2,4,2,157,2,,,,,,-8,,1,11,90,"S-29",2.696,"KM",,"",17.841,"M",2.052,"M",111,"M",113,"M",200,"FM",9.4,"C",1.58,"C",5,"KT",3,"FT",4,"FT",,"","",,2017.1,19-JUL-21,"Yeung, Cynthia",1493,11,"",,,"",,,"",12540,"Yeung, Cynthia","Y"
20554,,751,521,189,,,19,19,2130,2130,929,,3,0,,,,,3,7,2.18,1,,,,,18.3643,7,99,0.422,2.225,6,71,0.84,96,4,98,5,320.04,5,44,15,5,9.23,14,1.47,6,0,4,,,1,2,135,2,1,2,135,2,,,,,,-8,,1,11,90,"T-28",2.18,"KM",,"",18.3643,"M",2.225,"M",96,"M",98,"M",175,"FM",9.23,"C",1.47,"C",0,"KT",1,"FT",1,"FT",,"","",,2017.1,20-JUL-21,"Yeung, Cynthia",1495,11,"",,,"",,,"",12541,"Yeung, Cynthia","Y"
20555,,751,521,190,,,19,19,2130,2130,929,,3,0,,,,,3,7,2.72,1,,,,,17.8906,7,211,0.4599,2.09,6,332,0.22,85,4,87,5,274.32,5,44,15,5,9.24,14,1.18,6,5,4,90,2,1,2,90,2,1,2,90,2,,,,,,-8,2428,2,11,82,"T-27",2.72,"KM",,"",17.8906,"M",2.09,"M",85,"M",87,"M",150,"FM",9.24,"C",1.18,"C",5,"KT",1,"FT",1,"FT",,"","KG",2428,2017.1,20-JUL-21,"Yeung, Cynthia",1495,11,"",,,"",,,"",12542,"Yeung, Cynthia","Y"
20556,,751,521,191,,,19,19,2130,2130,929,,3,0,,,,,3,7,2.796,1,,,,,18.8318,7,207,0.2762,1.968,6,137,0.32,83,4,85,5,274.32,5,44,15,5,9.1,14,0.25,6,5,4,350,2,1,2,180,2,1,2,180,2,,,,,,-8,,1,11,82,"U-27",2.796,"KM",,"",18.8318,"M",1.968,"M",83,"M",85,"M",150,"FM",9.1,"C",0.25,"C",5,"KT",1,"FT",1,"FT",,"","",,2017.1,20-JUL-21,"Yeung, Cynthia",1495,11,"",,,"",,,"",12543,"Yeung, Cynthia","Y"
20557,,751,521,192,,,19,19,2130,2130,929,,3,0,,,,,3,7,2.777,1,,,,,17.4685,7,86,0.4597,2.266,6,101,0.23,75,4,77,5,274.32,5,44,15,5,8.73,14,-0.2,6,10,4,330,2,1,2,330,2,2,2,180,2,,,,,,-8,,1,11,82,"U-26",2.777,"KM",,"",17.4685,"M",2.266,"M",75,"M",77,"M",150,"FM",8.73,"C",-0.2,"C",10,"KT",1,"FT",2,"FT",,"","",,2017.1,20-JUL-21,"Yeung, Cynthia",1495,11,"",,,"",,,"",12544,"Yeung, Cynthia","Y"
20570,,751,521,193,,,19,19,2130,2130,929,,3,0,,,,,3,7,2.848,1,,,,,17.2891,7,28,0.2846,2.285,6,376,0.16,71,4,73,5,228.6,5,44,15,5,8.58,14,-0.62,6,15,4,300,2,4,2,300,2,5,2,300,2,,,,,,-8,,1,11,82,"V-26",2.848,"KM",,"",17.2891,"M",2.285,"M",71,"M",73,"M",125,"FM",8.58,"C",-0.62,"C",15,"KT",4,"FT",5,"FT",,"","",,2017.1,21-JUL-21,"Yeung, Cynthia",1501,11,"",,,"",,,"",12545,"Yeung, Cynthia","Y"
20571,,751,521,194,,,19,19,2130,2130,929,,3,0,,,,,3,7,2.672,1,,,,,17.4678,7,354,0.4808,2.278,6,903,0.14,61,4,63,5,228.6,5,44,15,5,8.46,14,-0.31,6,15,4,315,2,6,2,315,2,6,2,315,2,,,,,,-8,,1,11,82,"V-25",2.672,"KM",,"",17.4678,"M",2.278,"M",61,"M",63,"M",125,"FM",8.46,"C",-0.31,"C",15,"KT",6,"FT",6,"FT",,"","",,2017.1,21-JUL-21,"Yeung, Cynthia",1501,11,"",,,"",,,"",12546,"Yeung, Cynthia","Y"
20572,,751,521,195,,,19,19,2130,2130,929,,3,0,,,,,3,7,2.845,1,,,,,17.4094,7,378,0.5918,2.351,6,1005,0.11,67,4,69,5,228.6,5,44,15,5,8.63,14,0.31,6,15,4,270,2,4,2,270,2,4,2,315,2,,,,,,-8,,1,11,82,"U-25",2.845,"KM",,"",17.4094,"M",2.351,"M",67,"M",69,"M",125,"FM",8.63,"C",0.31,"C",15,"KT",4,"FT",4,"FT",,"","",,2017.1,21-JUL-21,"Yeung, Cynthia",1501,11,"",,,"",,,"",12547,"Yeung, Cynthia","Y"
20679,,751,527,196,,,21,21,2130,2130,929,,17,0,,,,,3,7,2.737,1,,,,,17.2569,7,58,0.69,2.343,6,479,0.13,63,4,65,5,228.6,5,44,15,5,11.81,14,4.41,6,20,4,90,2,6,2,90,2,8,2,90,2,,,,,,-8,1230,2,11,31,"G-08",2.737,"KM",,"",17.2569,"M",2.343,"M",63,"M",65,"M",125,"FM",11.81,"C",4.41,"C",20,"KT",6,"FT",8,"FT",,"","KG",1230,2017.1,07-AUG-21,"Britt, Lyle",1537,11,"",,,"",,,"",12584,"Britt, Lyle","N"
20680,,751,527,197,,,21,21,2130,2130,929,,17,0,,,,,3,7,3.069,1,,,,,17.108,7,244,0.88,2.314,6,504,0.28,58,4,60,5,228.6,5,44,15,5,12.12,14,5.31,6,15,4,180,2,3,2,180,2,5,2,180,2,,,,,,-8,3178,2,11,31,"G-09",3.069,"KM",,"",17.108,"M",2.314,"M",58,"M",60,"M",125,"FM",12.12,"C",5.31,"C",15,"KT",3,"FT",5,"FT",,"","KG",3178,2017.1,07-AUG-21,"Britt, Lyle",1537,11,"",,,"",,,"",12585,"Britt, Lyle","N"
