ID,HAUL_ID,CRUISE_ID,HAUL,STATION,GEAR_DEPTH,DEPTH_UNITS,WEIGHT,WEIGHT_UNITS,HUNDRED_PERCENT_SAMPLED,DATABASE_STATUS,RECORDING_DEVICE,STATUS_TIMESTAMP,RECORDER,RECORD_TIMESTAMP
53,53,726,59,,,,,,,0,"70407a5dd4e387cc","06/15/2019 09:17:30","<not set>","06/15/2019 09:17:30"
