ID,HAUL_ID,CRUISE_ID,HAUL,STATION,GEAR_DEPTH,DEPTH_UNITS,WEIGHT,WEIGHT_UNITS,HUNDRED_PERCENT_SAMPLED,DATABASE_STATUS,RECORDING_DEVICE,STATUS_TIMESTAMP,RECORDER,RECORD_TIMESTAMP
264,264,728,59,,,,1516,"KG",0,0,"fce7e11b983fefbb","08/14/2019 19:51:12","Dawson, Liz","08/14/2019 19:51:12"
