ID,HAUL_ID,CRUISE_ID,HAUL,STATION,GEAR_DEPTH,DEPTH_UNITS,WEIGHT,WEIGHT_UNITS,HUNDRED_PERCENT_SAMPLED,DATABASE_STATUS,RECORDING_DEVICE,STATUS_TIMESTAMP,RECORDER,RECORD_TIMESTAMP
242,242,728,8,,,,,,1,0,fce7e11b983fefbb,8/9/2019 10:50,"Dawson, Liz",8/9/2019 10:50
